"","jpm$text","text_clean"
"13623","@ jpmorgan Oh, come on. I was teasing! # AskJPM :)"," Oh, come on. I was teasing!  :)"
"13624","@ jpmorgan Is it true PM stands for Just Pay More # AskJPM"," Is it true PM stands for Just Pay More "
"13625","ItÍs a # TwitterTakeover: On 11/14 $ JPM Vice Chairman, Jimmy Lee, takes over @ JPMorgan to answer questions. Use # AskJPM to tweet a question.","Itü¾™†Œ¼s a  On 11/14 $ JPM Vice Chairman, Jimmy Lee, takes over  to answer questions. Use  to tweet a question."
"13626","On Nov. 14 at 1pm ET $ JPM Vice Chairman, Jimmy Lee will host a Q&A ? tweet your questions early using # AskJPM","On Nov. 14 at 1pm ET $ JPM Vice Chairman, Jimmy Lee will host a Q&A ? tweet your questions early using "
"13627","@ jpmorgan Has social media changed the way $ JPM does business / communicates? How many people on $ JPM's social media team? # AskJPM"," Has social media changed the way $ JPM does business / communicates? How many people on $ JPM's social media team? "
"13628","$ JPM Vice Chairman Jimmy Lee is taking over @ JPMorgan on 11/14 at 1pm ET. Use # AskJPM for a chance to have him answer your question.","$ JPM Vice Chairman Jimmy Lee is taking over  on 11/14 at 1pm ET. Use  for a chance to have him answer your question."
"13629","$ JPM VC Jimmy Lee will do his 1st Q&A on his experiences, leadership & career advice at 1pm ET on 11/14. Tweet questions using # AskJPM","$ JPM VC Jimmy Lee will do his 1st Q&A on his experiences, leadership & career advice at 1pm ET on 11/14. Tweet questions using "
"13630","On Nov. 14 at 1pm ET $ JPM Vice Chairman, Jimmy Lee will host a Q&A ? tweet your questions early using # AskJPM","On Nov. 14 at 1pm ET $ JPM Vice Chairman, Jimmy Lee will host a Q&A ? tweet your questions early using "
"13631","He's been a part of Wall St.'s biggest deals @ Dell, @ GM. $ JPM Vice Chairman Jimmy Lee takes over @ JPMorgan on 11/14 # AskJPM","He's been a part of Wall St.'s biggest deals   $ JPM Vice Chairman Jimmy Lee takes over  on 11/14 "
"13632","One week from today a $ JPM exec takes over @ JPMorgan to answer your questions on leadership & life. Tweet your questions to us using # AskJPM","One week from today a $ JPM exec takes over  to answer your questions on leadership & life. Tweet your questions to us using "
"13633","What career advice would you ask a leading exec at a global firm? Tweet a Q using # AskJPM. On 11/14 a $ JPM leader takes over @ JPMorgan","What career advice would you ask a leading exec at a global firm? Tweet a Q using  On 11/14 a $ JPM leader takes over "
"13634","ItÍs a # TwitterTakeover: We'll host our 1st live Q&A on leadership & career advice w/a leading $ JPM exec on 11/14. Use # AskJPM to submit a Q","Itü¾™†Œ¼s a  We'll host our 1st live Q&A on leadership & career advice w/a leading $ JPM exec on 11/14. Use  to submit a Q"
